ORGANISATION_ID,DATE_DAY,FIRST_PURCHASES,FIRST_PURCHASES_UNITS,FIRST_PURCHASES_ORIGINAL_PRICE,FIRST_PURCHASES_GROSS_DISCOUNT,ALL_PURCHASES,ALL_PURCHASES_UNITS,ALL_PURCHASES_ORIGINAL_PRICE,ALL_PURCHASES_GROSS_DISCOUNT,REVENUE,GOOGLE_PAID_SEARCH_SPEND,GOOGLE_SHOPPING_SPEND,GOOGLE_PMAX_SPEND,GOOGLE_DISPLAY_SPEND,GOOGLE_VIDEO_SPEND,GOOGLE_SPEND,META_FACEBOOK_SPEND,META_INSTAGRAM_SPEND,META_OTHER_SPEND,META_SPEND,TIKTOK_SPEND,GOOGLE_PAID_SEARCH_CLICKS,GOOGLE_SHOPPING_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_VIDEO_CLICKS,META_FACEBOOK_CLICKS,META_INSTAGRAM_CLICKS,META_OTHER_CLICKS,TIKTOK_CLICKS,GOOGLE_PAID_SEARCH_IMPRESSIONS,GOOGLE_SHOPPING_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_VIDEO_IMPRESSIONS,META_FACEBOOK_IMPRESSIONS,META_INSTAGRAM_IMPRESSIONS,META_OTHER_IMPRESSIONS,TIKTOK_IMPRESSIONS,DIRECT_CLICKS,BRANDED_SEARCH_CLICKS,ORGANIC_SEARCH_CLICKS,EMAIL_CLICKS,REFERRAL_CLICKS,ALL_OTHER_CLICKS
7569a6a9c156a0f9398fa6cfd51df5bb,25-10-2021,104,1017,7314.2,448,142,1576,12435.58,660.78,18557084.8,542.32,415.34,0,0,0,957.66,2825.85,0,0,2825.85,155.2,597,1279,0,0,0,5502,0,0,450,6667,166951,0,0,0,252099,0,0,26146,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,26-10-2021,103,847,8622.11,741.29,157,1415,14235.12,1210.19,18430275.95,534.84,311.08,0,0,0,845.92,2563.22,0,0,2563.22,148.2,734,1118,0,0,0,4939,0,0,329,6770,145861,0,0,0,215930,0,0,16952,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,27-10-2021,77,611,6316.38,401.67,134,1380,12873.61,1263,16022641.8,351.87,406.72,0,0,0,758.59,2167.35,0,0,2167.35,154.48,575,1204,0,0,0,4646,0,0,421,6577,153513,0,0,0,189116,0,0,19071,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,28-10-2021,75,535,5724.34,467.93,123,897,10138.74,839.73,8341211.97,534.57,265.76,0,0,0,800.33,2345.47,0,0,2345.47,127.62,629,1044,0,0,0,4674,0,0,373,5229,132174,0,0,0,211478,0,0,16168,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,29-10-2021,108,881,8945.27,451.78,159,1525,14726.81,1197.87,20631633.5,472.77,288.72,0,0,0,761.49,2784.23,0,0,2784.23,58.26,537,1029,0,0,0,5327,0,0,224,5736,139724,0,0,0,234422,0,0,8563,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,30-10-2021,87,752,7038.63,644.36,158,2083,16945.95,1669.41,31821032.82,433.31,377.67,0,0,0,810.98,3151.64,0,0,3151.64,81.73,514,1163,0,0,0,6544,0,0,395,6668,173280,0,0,0,254453,0,0,15217,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,31-10-2021,85,712,7425.05,512.61,135,1693,13418.77,1047.06,20945305.03,321.52,462.01,0,0,0,783.53,3147.25,0,0,3147.25,59.52,424,1462,0,0,0,6731,0,0,346,4632,208401,0,0,0,289587,0,0,14574,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,01-11-2021,83,638,10850.17,686.86,135,1378,16377.27,1243.99,20853659.84,369.21,651,0,0,0,1020.21,3163.96,0,0,3163.96,70.69,561,1621,0,0,0,6748,0,0,326,6184,234204,0,0,0,281253,0,0,14872,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,02-11-2021,123,733,10836.64,751.44,179,1431,17421.43,1228.38,23172254.55,346.2,677.17,0,0,0,1023.37,3232.91,0,0,3232.91,85.77,792,1811,0,0,0,6236,0,0,488,7418,239356,0,0,0,267473,0,0,21492,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,03-11-2021,96,675,7992.1,668.79,165,1545,15557.6,1377.32,21908532.6,361.81,739.61,0,0,0,1101.42,3352.4,0,0,3352.4,81.59,779,1854,0,0,0,6839,0,0,335,7868,246251,0,0,0,276700,0,0,16514,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,04-11-2021,97,873,8018.54,627.05,161,1551,14346.95,1117.78,20518442.67,533.47,489.03,0,0,0,1022.5,3326.33,0,0,3326.33,80.85,860,1443,0,0,0,6992,0,0,338,7592,193165,0,0,0,269123,0,0,15209,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,05-11-2021,113,907,9180.25,764.86,167,1954,17017.83,1580.22,30165089.94,646.09,531.93,0,0,0,1178.02,3212.44,0,0,3212.44,79.24,889,1505,0,0,0,6373,0,0,295,7319,196634,0,0,0,223874,0,0,12199,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,06-11-2021,84,535,6803.3,766.2,134,1216,12255.46,1502.28,13075866.88,610.59,527.62,0,0,0,1138.21,2968.85,0,0,2968.85,85.32,830,1542,0,0,0,6460,0,0,362,8417,195728,0,0,0,208401,0,0,15364,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,07-11-2021,102,716,8117.2,987.3,147,1268,11592.63,1357.99,12977523.52,652.77,537.42,0,0,0,1190.19,3055.94,0,0,3055.94,78.1,867,1540,0,0,0,6708,0,0,376,7450,213256,0,0,0,244106,0,0,17460,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,08-11-2021,87,607,7368.09,585.87,140,1427,13860.52,1422.58,17748940.38,799.83,644.39,0,0,0,1444.22,3136.71,0,0,3136.71,74.04,877,1762,0,0,0,6885,0,0,293,6230,222997,0,0,0,262855,0,0,12927,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,09-11-2021,86,516,8586.71,730.55,155,1511,16701.19,1734.24,22615061.45,788.98,695.98,0,0,1995.33,3480.29,3231.32,0,0,3231.32,70.7,866,1926,0,0,373,6499,0,0,258,6897,211506,0,0,87385,248113,0,0,9774,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,10-11-2021,96,663,7052.41,525.29,153,1558,13912.97,1244.2,19737943.66,738.11,725.5,0,0,1990.67,3454.28,5410.2,0,0,5410.2,79.74,887,2064,0,0,419,8643,0,0,334,7344,240023,0,0,69016,360466,0,0,13485,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,11-11-2021,104,614,8591.86,545.75,156,1305,14588.81,1159.94,17524675.35,822.13,722.05,0,0,2175.3,3719.48,5207.42,0,0,5207.42,84.06,928,2161,0,0,421,8953,0,0,378,7643,258130,0,0,64701,339920,0,0,16298,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,12-11-2021,88,614,6866.43,449.66,137,1337,12768.07,1150.55,15532624.24,670.49,1148.24,0,0,3379.7,5198.43,4411.34,0,0,4411.34,78.26,845,2267,0,0,564,7421,0,0,303,7528,286839,0,0,122414,279533,0,0,12852,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,13-11-2021,97,833,8386.51,659.05,153,1702,15303.44,1693.89,23163454.1,735.28,1113.05,0,0,3435.79,5284.12,3552.39,0,0,3552.39,81.3,848,1593,0,0,602,6436,0,0,356,8334,209279,0,0,126239,223005,0,0,18078,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,14-11-2021,105,651,8133.84,545.54,163,1545,16138.06,1259.56,22987282.5,893.46,822.93,0,0,3376.76,5093.15,4011.05,0,0,4011.05,81.61,921,2413,0,0,571,6876,0,0,408,7822,280407,0,0,122994,274096,0,0,18896,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,15-11-2021,119,757,10552.02,745.86,191,1380,19176.38,1364.73,24580077,972.11,779.64,0,0,3672.46,5424.21,4543.78,0,0,4543.78,74.03,944,2295,0,0,570,7201,0,0,281,7439,250706,0,0,141285,312584,0,0,12668,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,16-11-2021,147,1124,12727.03,940.55,210,1740,19617.33,1638.06,31283929.8,1275.32,857.3,0,0,3676.19,5808.81,4013.01,0,0,4013.01,83.42,1216,2267,0,0,622,6717,0,0,304,9241,224996,0,0,125247,265607,0,0,12631,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,17-11-2021,220,1304,24737.09,2814.33,308,2316,35202.1,3715.33,72923359.32,1574.04,830.76,0,0,3681.59,6086.39,4118.64,0,0,4118.64,83.23,1460,2299,0,0,616,6853,0,0,280,9045,252770,0,0,125482,278395,0,0,13250,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,18-11-2021,184,1151,23298.07,2655.64,263,1947,33331.55,3396.34,58283853.87,2154.12,804.33,0,0,2885.38,5843.83,4532.84,0,0,4532.84,80.63,1466,2942,0,0,470,7173,0,0,276,12227,292953,0,0,106651,275704,0,0,13456,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,19-11-2021,167,797,15521.46,1266.58,247,1558,25488.4,2117.43,36411971.26,2118.69,743.76,0,0,2488.34,5350.79,5106.3,0,0,5106.3,67.6,1389,2992,0,0,279,7682,0,0,208,9455,248162,0,0,94400,303569,0,0,10624,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,20-11-2021,148,596,11670.64,641.16,212,1384,19959.1,1125.44,26065785.44,2179.15,606.32,0,0,2489.19,5274.66,5382.95,0,0,5382.95,75.35,1462,2183,0,0,339,9280,0,0,293,11749,220013,0,0,163505,324495,0,0,12588,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,21-11-2021,159,758,14364.39,932.72,225,1337,21316.19,1474.33,26528566.82,1884.98,605.94,0,0,2478.04,4968.96,5512.06,0,0,5512.06,78.16,1374,2066,0,0,341,9113,0,0,273,10937,215595,0,0,256864,335426,0,0,13263,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,22-11-2021,148,868,15483.06,1015.7,231,1620,25027.09,1939.35,37402138.8,1901.74,660.64,0,0,2490.91,5053.29,5534.25,0,0,5534.25,82.9,1397,2139,0,0,426,8744,0,0,311,10654,227693,0,0,496437,355989,0,0,13675,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,23-11-2021,144,969,13537.22,692.6,210,1692,21406.99,1425.77,33808224.24,1881.14,653.55,0,0,2987.5,5522.19,6289.53,0,0,6289.53,74.05,1354,2096,0,0,436,9586,0,0,259,11412,230352,0,0,283675,412641,0,0,10902,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,24-11-2021,136,768,13409.64,515.3,216,1603,22913.69,1132.14,34915824.65,1837.83,703.81,0,0,3172.78,5714.42,5467.07,0,0,5467.07,73,1276,2289,0,0,512,8170,0,0,297,10517,272854,0,0,157290,351450,0,0,10417,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,25-11-2021,151,890,15243.17,1079.34,240,2330,31800.42,4131.71,64468094.3,1893.7,736.22,0,0,2991.74,5621.66,5322.94,0,0,5322.94,79.54,1359,2171,0,0,469,8137,0,0,309,9467,262390,0,0,188675,314534,0,0,13259,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,26-11-2021,278,1673,27465.36,2614.75,465,4259,54744.56,8563.58,196684793.8,2040.45,734.06,0,0,3112.34,5886.85,6226.94,0,0,6226.94,77.93,1645,1980,0,0,596,8136,0,0,280,11219,239944,0,0,212115,305428,0,0,9966,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,27-11-2021,208,1238,18502.83,1696.55,344,2850,41952.76,5763.66,103138935,1951.21,924.66,0,0,2971.94,5847.81,6397.35,0,0,6397.35,77.93,1718,2488,0,0,450,9943,0,0,335,10608,300746,0,0,227013,343264,0,0,10293,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,28-11-2021,205,1049,20186.22,1606.92,287,2662,34159.92,4172.96,79825287.52,1848.99,976.14,0,0,3025.21,5850.34,5593.94,0,0,5593.94,75.05,1500,2549,0,0,443,9030,0,0,326,11118,315127,0,0,260529,315778,0,0,10809,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,29-11-2021,247,1533,20565.63,1746.55,412,3889,43424.8,5981.15,145618354.9,3429.67,944.26,0,0,3231.32,7605.25,5728.05,0,0,5728.05,79.16,1783,2433,0,0,419,7109,0,0,292,11491,298664,0,0,197934,292582,0,0,10009,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,30-11-2021,199,1155,18994.36,1844.08,285,2817,34844.15,4856.23,84475970.64,2008.67,870.5,0,0,2757,5636.17,6196.79,0,0,6196.79,73.76,1471,2184,0,0,361,9015,0,0,300,10940,277180,0,0,75042,349009,0,0,9474,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,01-12-2021,186,1082,21381.5,1137.62,257,1839,30000.41,2128.67,51256129.86,2204.4,961.04,0,0,3225.73,6391.17,6007.22,0,0,6007.22,74.24,1597,2438,0,0,375,10036,0,0,301,11604,306691,0,0,84966,398337,0,0,9725,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,02-12-2021,195,1227,17062.37,1634.69,284,2063,27859.9,2516.93,52282547.11,2883.29,943.08,0,0,3128.92,6955.29,6068.09,0,0,6068.09,78.34,1699,2246,0,0,388,9672,0,0,352,13658,283726,0,0,82389,373170,0,0,11517,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,03-12-2021,190,1253,16480.45,1366.68,286,2242,28313.43,2838.46,57114882.74,3245.11,904.12,0,0,2800.11,6949.34,5463.52,0,0,5463.52,79.51,2079,1783,0,0,279,8178,0,0,297,20334,167822,0,0,67197,303803,0,0,10596,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,04-12-2021,213,1221,16706.98,1418.04,304,2102,27251.13,2624.25,51765701.76,2790.8,1067.51,0,0,3329.61,7187.92,5596.5,0,0,5596.5,75.14,2158,2098,0,0,470,7524,0,0,338,19174,186563,0,0,90789,274711,0,0,11974,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,05-12-2021,247,1010,19110.41,1583.13,320,1615,26609.87,1895.12,39914321.25,2877.76,1147.54,0,0,3070.74,7096.04,5767.25,0,0,5767.25,79.45,2083,2445,0,0,452,8174,0,0,378,19816,222183,0,0,81870,318991,0,0,13811,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,06-12-2021,216,953,18594.68,1079.27,280,1565,25834.5,1772.69,37656732.65,3071.88,1391.4,0,0,2996.61,7459.89,5721.78,0,0,5721.78,76.05,2083,2745,0,0,369,8104,0,0,308,18228,250067,0,0,79072,354564,0,0,11513,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,07-12-2021,215,1003,17652.47,1401.35,314,1717,27519.33,2595.01,42795057.44,3110.42,1383.16,0,0,2857.26,7350.84,5448.16,0,0,5448.16,72.23,2186,2626,0,0,280,7891,0,0,260,19175,251228,0,0,63568,359977,0,0,11024,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,08-12-2021,253,1430,19169.83,1683.51,332,2260,27040.36,2627.57,55172905.4,3118.65,1462.35,0,0,2960.42,7541.42,5791.2,0,0,5791.2,74.6,2140,2737,0,0,371,9137,0,0,258,21879,272782,0,0,70888,390269,0,0,10338,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,09-12-2021,245,1345,24332.15,1864.1,328,2151,36053.6,2848.78,71423567.82,3245.93,1243.99,0,0,2945.81,7435.73,5900.98,0,0,5900.98,73.06,2253,2461,0,0,648,7892,0,0,298,20835,246288,0,0,108062,356248,0,0,9919,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,10-12-2021,233,1263,18107.52,1640.22,316,1832,27041.63,2214.21,45483833.44,3208.18,1132.28,0,0,2926.19,7266.65,5803.43,0,0,5803.43,77.05,2097,2296,0,0,616,5964,0,0,305,21117,239188,0,0,123489,262516,0,0,10062,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,11-12-2021,235,1149,17784.64,1452.13,328,2019,28066.38,2202.61,52218951.63,3038.02,1156.46,0,0,3431.54,7626.02,5745.68,0,0,5745.68,76.55,1979,2265,0,0,829,7862,0,0,345,19194,242220,0,0,144383,290390,0,0,12323,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,12-12-2021,204,949,16324.52,1128.29,281,1805,26719.49,2269.31,44132574.9,2957.92,1320.19,0,0,3131.89,7410,5810.65,0,0,5810.65,72.37,1980,2493,0,0,767,8617,0,0,334,15457,241565,0,0,134371,322955,0,0,11245,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,13-12-2021,218,933,16124.04,1374.91,308,1845,28113.53,2642.21,46994585.4,2347.5,1517.5,0,0,2796.55,6661.55,5366.16,0,0,5366.16,73.84,1842,2847,0,0,428,7498,0,0,276,13527,281208,0,0,102226,317195,0,0,9437,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,14-12-2021,228,966,20077.61,1400.5,326,1734,31212.53,2551.3,49698572.82,1833.31,1185.79,0,0,2676.78,5695.88,5250.48,0,0,5250.48,83.8,1540,2357,0,0,514,6889,0,0,68,9731,245818,0,0,107700,301813,0,0,4938,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,15-12-2021,249,1078,19991.42,1216.8,327,1870,27690.82,1653.99,48688872.1,2555.02,1100.43,0,0,2697.8,6353.25,5093.59,0,0,5093.59,79.91,1654,2191,0,0,548,6636,0,0,253,11150,236492,0,0,120640,298785,0,0,9533,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,16-12-2021,213,987,17822.09,1121.32,297,1676,25762.44,2170.68,39539789.76,4272.44,928.14,0,0,4841.71,10042.29,5043.38,0,0,5043.38,66.13,2188,2073,0,0,855,6957,0,0,237,16455,204736,0,0,218014,311121,0,0,7954,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,17-12-2021,163,723,11718.22,1034.34,243,1362,19043.33,1833.48,23439815.7,4063.76,995.5,0,0,4353.28,9412.54,4889.21,0,0,4889.21,71.04,2054,2024,0,0,691,8106,0,0,250,17333,210678,0,0,177936,319494,0,0,8979,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,18-12-2021,186,850,13802.26,1455.29,244,1399,20336.37,2041.94,25593907.57,6728.44,860.77,0,0,4523.33,12112.54,4766.25,0,0,4766.25,70.54,2837,1923,0,0,890,8351,0,0,289,28197,198981,0,0,207886,307058,0,0,9404,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,19-12-2021,196,720,14771,1267.8,278,1390,23138.78,2148.16,29176961.8,7098.2,894.22,0,0,4573.41,12565.83,4787.19,0,0,4787.19,62.66,3056,2084,0,0,932,7688,0,0,248,27651,202932,0,0,228537,306570,0,0,9299,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,20-12-2021,170,657,12829.41,1044.33,224,1041,18202.44,1542.35,17343153.69,3180.71,889.17,0,0,4430.83,8500.71,4617.65,0,0,4617.65,70.51,2068,2476,0,0,821,7386,0,0,295,12130,200308,0,0,180965,316874,0,0,10219,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,21-12-2021,140,866,13593.17,1339.45,223,1618,21689.39,2296.45,31377776.92,2779.22,697.55,0,0,4341.18,7817.95,4467.57,0,0,4467.57,62.86,2071,1940,0,0,971,7326,0,0,242,11072,155459,0,0,257073,301805,0,0,9379,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,22-12-2021,129,741,8878.99,946.44,190,1221,14994.05,1701.55,16230142.5,2518.56,521.05,0,0,4059,7098.61,3861.53,0,0,3861.53,63.07,1637,1453,0,0,818,5744,0,0,259,8884,146402,0,0,195291,268708,0,0,9268,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,23-12-2021,151,860,10543.64,983.98,225,1570,20186.14,1937.43,28650474.7,1558.54,674.23,0,0,3479.38,5712.15,4107.64,0,0,4107.64,71.6,1343,1588,0,0,646,5792,0,0,282,6487,172566,0,0,179874,291557,0,0,10649,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,24-12-2021,158,771,11160.31,694.76,218,1231,17295.17,1071.52,19971313.15,1597.85,770.08,0,0,3645.64,6013.57,4416.86,0,0,4416.86,66.6,1438,1810,0,0,776,5899,0,0,260,6675,184412,0,0,195216,308647,0,0,10469,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,25-12-2021,162,938,11139.25,731.14,222,1395,16094.23,1288.5,20653993.35,1497.19,659,0,0,3484.49,5640.68,6170.02,0,0,6170.02,64.97,1524,1694,0,0,623,6960,0,0,275,6874,176141,0,0,169158,425077,0,0,11938,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,26-12-2021,135,985,9644.95,1175.47,189,1565,15868.42,1723.32,22137081.5,1580.91,1035.9,0,0,3765.38,6382.19,6242.91,0,0,6242.91,78.62,1514,2481,0,0,629,6919,0,0,391,7666,232886,0,0,179148,423852,0,0,14530,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,27-12-2021,157,1341,11004.17,1056.65,216,1955,17646.98,1804.39,30972263.45,1657.45,1038.79,0,0,3824.12,6520.36,7095.45,0,0,7095.45,75.3,1517,2395,0,0,684,7329,0,0,375,7688,240040,0,0,205906,550018,0,0,14163,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,28-12-2021,167,1513,10658.32,1393.72,246,2195,18004.24,2060.13,34997321.45,1472.92,906.86,0,0,2110.46,4490.24,11162.32,0,0,11162.32,76.19,1442,2099,0,0,376,10352,0,0,374,7719,205117,0,0,106223,796490,0,0,13766,0,0,0,0,0,0
7569a6a9c156a0f9398fa6cfd51df5bb,29-12-2021,192,1658,11595.3,1432.8,246,2157,16633.26,1847.09,31893768.69,1779.24,731.48,0,0,1991.03,4501.75,11259.93,0,0,11259.93,77.74,1495,1868,0,0,381,10317,0,0,367,7223,182712,0,0,108668,787522,0,0,14054,0,0,0,0,0,0
